county,precinct,office,district,party,candidate,votes
Greenwood,W3,Attorney General,,R,Derek Schmidt,192
Greenwood,Bachelor,U.S. House,,R,Mike Pompeo,65
Greenwood,Eureka twp,U.S. House,,R,Mike Pompeo,122
Greenwood,Fall River,U.S. House,,R,Mike Pompeo,58
Greenwood,Janesville,U.S. House,,R,Mike Pompeo,138
Greenwood,Lane,U.S. House,,R,Mike Pompeo,27
Greenwood,Madison,U.S. House,,R,Mike Pompeo,266
Greenwood,Otter Creek,U.S. House,,R,Mike Pompeo,54
Greenwood,Pleasant Grv,U.S. House,,R,Mike Pompeo,15
Greenwood,Quincy,U.S. House,,R,Mike Pompeo,43
Greenwood,S Salem,U.S. House,,R,Mike Pompeo,31
Greenwood,Saith Sprs,U.S. House,,R,Mike Pompeo,83
Greenwood,Salem,U.S. House,,R,Mike Pompeo,9
Greenwood,Shell Rock,U.S. House,,R,Mike Pompeo,64
Greenwood,Spg Creek,U.S. House,,R,Mike Pompeo,29
Greenwood,Twin Grove,U.S. House,,R,Mike Pompeo,120
Greenwood,W1,U.S. House,,R,Mike Pompeo,201
Greenwood,W2,U.S. House,,R,Mike Pompeo,147
Greenwood,W3,U.S. House,,R,Mike Pompeo,186
Greenwood,Bachelor,U.S. House,,D,Perry Schuckman,15
Greenwood,Eureka twp,U.S. House,,D,Perry Schuckman,40
Greenwood,Fall River,U.S. House,,D,Perry Schuckman,23
Greenwood,Janesville,U.S. House,,D,Perry Schuckman,20
Greenwood,Lane,U.S. House,,D,Perry Schuckman,12
Greenwood,Madison,U.S. House,,D,Perry Schuckman,82
Greenwood,Otter Creek,U.S. House,,D,Perry Schuckman,23
Greenwood,Pleasant Grv,U.S. House,,D,Perry Schuckman,8
Greenwood,Quincy,U.S. House,,D,Perry Schuckman,7
Greenwood,S Salem,U.S. House,,D,Perry Schuckman,5
Greenwood,Saith Sprs,U.S. House,,D,Perry Schuckman,35
Greenwood,Salem,U.S. House,,D,Perry Schuckman,1
Greenwood,Shell Rock,U.S. House,,D,Perry Schuckman,8
Greenwood,Spg Creek,U.S. House,,D,Perry Schuckman,8
Greenwood,Twin Grove,U.S. House,,D,Perry Schuckman,43
Greenwood,W1,U.S. House,,D,Perry Schuckman,71
Greenwood,W2,U.S. House,,D,Perry Schuckman,43
Greenwood,W3,U.S. House,,D,Perry Schuckman,47
Greenwood,Bachelor,Governor,,L,Keen Unbehr,4
Greenwood,Eureka twp,Governor,,L,Keen Unbehr,7
Greenwood,Fall River,Governor,,L,Keen Unbehr,5
Greenwood,Janesville,Governor,,L,Keen Unbehr,7
Greenwood,Lane,Governor,,L,Keen Unbehr,3
Greenwood,Madison,Governor,,L,Keen Unbehr,22
Greenwood,Otter Creek,Governor,,L,Keen Unbehr,2
Greenwood,Pleasant Grv,Governor,,L,Keen Unbehr,0
Greenwood,Quincy,Governor,,L,Keen Unbehr,1
Greenwood,S Salem,Governor,,L,Keen Unbehr,3
Greenwood,Saith Sprs,Governor,,L,Keen Unbehr,8
Greenwood,Salem,Governor,,L,Keen Unbehr,1
Greenwood,Shell Rock,Governor,,L,Keen Unbehr,3
Greenwood,Spg Creek,Governor,,L,Keen Unbehr,5
Greenwood,Twin Grove,Governor,,L,Keen Unbehr,6
Greenwood,W1,Governor,,L,Keen Unbehr,15
Greenwood,W2,Governor,,L,Keen Unbehr,10
Greenwood,W3,Governor,,L,Keen Unbehr,20
Greenwood,Bachelor,Governor,,D,Paul Davis,31
Greenwood,Eureka twp,Governor,,D,Paul Davis,68
Greenwood,Fall River,Governor,,D,Paul Davis,33
Greenwood,Janesville,Governor,,D,Paul Davis,41
Greenwood,Lane,Governor,,D,Paul Davis,13
Greenwood,Madison,Governor,,D,Paul Davis,116
Greenwood,Otter Creek,Governor,,D,Paul Davis,34
Greenwood,Pleasant Grv,Governor,,D,Paul Davis,10
Greenwood,Quincy,Governor,,D,Paul Davis,13
Greenwood,S Salem,Governor,,D,Paul Davis,7
Greenwood,Saith Sprs,Governor,,D,Paul Davis,42
Greenwood,Salem,Governor,,D,Paul Davis,1
Greenwood,Shell Rock,Governor,,D,Paul Davis,9
Greenwood,Spg Creek,Governor,,D,Paul Davis,10
Greenwood,Twin Grove,Governor,,D,Paul Davis,57
Greenwood,W1,Governor,,D,Paul Davis,95
Greenwood,W2,Governor,,D,Paul Davis,64
Greenwood,W3,Governor,,D,Paul Davis,89
Greenwood,Bachelor,Governor,,R,Sam Brownback,46
Greenwood,Eureka twp,Governor,,R,Sam Brownback,86
Greenwood,Fall River,Governor,,R,Sam Brownback,45
Greenwood,Janesville,Governor,,R,Sam Brownback,112
Greenwood,Lane,Governor,,R,Sam Brownback,24
Greenwood,Madison,Governor,,R,Sam Brownback,215
Greenwood,Otter Creek,Governor,,R,Sam Brownback,43
Greenwood,Pleasant Grv,Governor,,R,Sam Brownback,15
Greenwood,Quincy,Governor,,R,Sam Brownback,35
Greenwood,S Salem,Governor,,R,Sam Brownback,26
Greenwood,Saith Sprs,Governor,,R,Sam Brownback,72
Greenwood,Salem,Governor,,R,Sam Brownback,10
Greenwood,Shell Rock,Governor,,R,Sam Brownback,60
Greenwood,Spg Creek,Governor,,R,Sam Brownback,24
Greenwood,Twin Grove,Governor,,R,Sam Brownback,101
Greenwood,W1,Governor,,R,Sam Brownback,162
Greenwood,W2,Governor,,R,Sam Brownback,119
Greenwood,W3,Governor,,R,Sam Brownback,131
Greenwood,Bachelor,Insurance Commissioner,,D,Dennis Anderson,20
Greenwood,Eureka twp,Insurance Commissioner,,D,Dennis Anderson,49
Greenwood,Fall River,Insurance Commissioner,,D,Dennis Anderson,22
Greenwood,Janesville,Insurance Commissioner,,D,Dennis Anderson,32
Greenwood,Lane,Insurance Commissioner,,D,Dennis Anderson,13
Greenwood,Madison,Insurance Commissioner,,D,Dennis Anderson,97
Greenwood,Otter Creek,Insurance Commissioner,,D,Dennis Anderson,26
Greenwood,Pleasant Grv,Insurance Commissioner,,D,Dennis Anderson,7
Greenwood,Quincy,Insurance Commissioner,,D,Dennis Anderson,11
Greenwood,S Salem,Insurance Commissioner,,D,Dennis Anderson,4
Greenwood,Saith Sprs,Insurance Commissioner,,D,Dennis Anderson,36
Greenwood,Salem,Insurance Commissioner,,D,Dennis Anderson,2
Greenwood,Shell Rock,Insurance Commissioner,,D,Dennis Anderson,8
Greenwood,Spg Creek,Insurance Commissioner,,D,Dennis Anderson,8
Greenwood,Twin Grove,Insurance Commissioner,,D,Dennis Anderson,39
Greenwood,W1,Insurance Commissioner,,D,Dennis Anderson,71
Greenwood,W2,Insurance Commissioner,,D,Dennis Anderson,52
Greenwood,W3,Insurance Commissioner,,D,Dennis Anderson,52
Greenwood,Bachelor,Insurance Commissioner,,R,Ken Selzer,56
Greenwood,Eureka twp,Insurance Commissioner,,R,Ken Selzer,108
Greenwood,Fall River,Insurance Commissioner,,R,Ken Selzer,55
Greenwood,Janesville,Insurance Commissioner,,R,Ken Selzer,126
Greenwood,Lane,Insurance Commissioner,,R,Ken Selzer,25
Greenwood,Madison,Insurance Commissioner,,R,Ken Selzer,239
Greenwood,Otter Creek,Insurance Commissioner,,R,Ken Selzer,48
Greenwood,Pleasant Grv,Insurance Commissioner,,R,Ken Selzer,17
Greenwood,Quincy,Insurance Commissioner,,R,Ken Selzer,37
Greenwood,S Salem,Insurance Commissioner,,R,Ken Selzer,29
Greenwood,Saith Sprs,Insurance Commissioner,,R,Ken Selzer,79
Greenwood,Salem,Insurance Commissioner,,R,Ken Selzer,10
Greenwood,Shell Rock,Insurance Commissioner,,R,Ken Selzer,62
Greenwood,Spg Creek,Insurance Commissioner,,R,Ken Selzer,28
Greenwood,Twin Grove,Insurance Commissioner,,R,Ken Selzer,120
Greenwood,W1,Insurance Commissioner,,R,Ken Selzer,189
Greenwood,W2,Insurance Commissioner,,R,Ken Selzer,133
Greenwood,W3,Insurance Commissioner,,R,Ken Selzer,173
Greenwood,Bachelor,Secretary of State,,D,Jean Kurtis Schodorf,26
Greenwood,Eureka twp,Secretary of State,,D,Jean Kurtis Schodorf,58
Greenwood,Fall River,Secretary of State,,D,Jean Kurtis Schodorf,35
Greenwood,Janesville,Secretary of State,,D,Jean Kurtis Schodorf,34
Greenwood,Lane,Secretary of State,,D,Jean Kurtis Schodorf,16
Greenwood,Madison,Secretary of State,,D,Jean Kurtis Schodorf,104
Greenwood,Otter Creek,Secretary of State,,D,Jean Kurtis Schodorf,30
Greenwood,Pleasant Grv,Secretary of State,,D,Jean Kurtis Schodorf,8
Greenwood,Quincy,Secretary of State,,D,Jean Kurtis Schodorf,12
Greenwood,S Salem,Secretary of State,,D,Jean Kurtis Schodorf,9
Greenwood,Saith Sprs,Secretary of State,,D,Jean Kurtis Schodorf,42
Greenwood,Salem,Secretary of State,,D,Jean Kurtis Schodorf,3
Greenwood,Shell Rock,Secretary of State,,D,Jean Kurtis Schodorf,7
Greenwood,Spg Creek,Secretary of State,,D,Jean Kurtis Schodorf,7
Greenwood,Twin Grove,Secretary of State,,D,Jean Kurtis Schodorf,50
Greenwood,W1,Secretary of State,,D,Jean Kurtis Schodorf,88
Greenwood,W2,Secretary of State,,D,Jean Kurtis Schodorf,67
Greenwood,W3,Secretary of State,,D,Jean Kurtis Schodorf,80
Greenwood,Bachelor,Secretary of State,,R,Kris Kobach,53
Greenwood,Eureka twp,Secretary of State,,R,Kris Kobach,104
Greenwood,Fall River,Secretary of State,,R,Kris Kobach,48
Greenwood,Janesville,Secretary of State,,R,Kris Kobach,129
Greenwood,Lane,Secretary of State,,R,Kris Kobach,24
Greenwood,Madison,Secretary of State,,R,Kris Kobach,247
Greenwood,Otter Creek,Secretary of State,,R,Kris Kobach,48
Greenwood,Pleasant Grv,Secretary of State,,R,Kris Kobach,16
Greenwood,Quincy,Secretary of State,,R,Kris Kobach,38
Greenwood,S Salem,Secretary of State,,R,Kris Kobach,26
Greenwood,Saith Sprs,Secretary of State,,R,Kris Kobach,77
Greenwood,Salem,Secretary of State,,R,Kris Kobach,9
Greenwood,Shell Rock,Secretary of State,,R,Kris Kobach,65
Greenwood,Spg Creek,Secretary of State,,R,Kris Kobach,31
Greenwood,Twin Grove,Secretary of State,,R,Kris Kobach,113
Greenwood,W1,Secretary of State,,R,Kris Kobach,187
Greenwood,W2,Secretary of State,,R,Kris Kobach,126
Greenwood,W3,Secretary of State,,R,Kris Kobach,157
Greenwood,Bachelor,State House,13,R,Larry P Hibbard,68
Greenwood,Eureka twp,State House,13,R,Larry P Hibbard,142
Greenwood,Fall River,State House,13,R,Larry P Hibbard,71
Greenwood,Janesville,State House,13,R,Larry P Hibbard,134
Greenwood,Lane,State House,13,R,Larry P Hibbard,28
Greenwood,Madison,State House,13,R,Larry P Hibbard,300
Greenwood,Otter Creek,State House,13,R,Larry P Hibbard,63
Greenwood,Pleasant Grv,State House,13,R,Larry P Hibbard,21
Greenwood,Quincy,State House,13,R,Larry P Hibbard,43
Greenwood,S Salem,State House,13,R,Larry P Hibbard,28
Greenwood,Saith Sprs,State House,13,R,Larry P Hibbard,99
Greenwood,Salem,State House,13,R,Larry P Hibbard,9
Greenwood,Shell Rock,State House,13,R,Larry P Hibbard,63
Greenwood,Spg Creek,State House,13,R,Larry P Hibbard,35
Greenwood,Twin Grove,State House,13,R,Larry P Hibbard,141
Greenwood,W1,State House,13,R,Larry P Hibbard,240
Greenwood,W2,State House,13,R,Larry P Hibbard,167
Greenwood,W3,State House,13,R,Larry P Hibbard,218
Greenwood,Bachelor,State Treasurer,,D,Carmen Alldritt,14
Greenwood,Eureka twp,State Treasurer,,D,Carmen Alldritt,28
Greenwood,Fall River,State Treasurer,,D,Carmen Alldritt,21
Greenwood,Janesville,State Treasurer,,D,Carmen Alldritt,17
Greenwood,Lane,State Treasurer,,D,Carmen Alldritt,12
Greenwood,Madison,State Treasurer,,D,Carmen Alldritt,74
Greenwood,Otter Creek,State Treasurer,,D,Carmen Alldritt,26
Greenwood,Pleasant Grv,State Treasurer,,D,Carmen Alldritt,2
Greenwood,Quincy,State Treasurer,,D,Carmen Alldritt,5
Greenwood,S Salem,State Treasurer,,D,Carmen Alldritt,5
Greenwood,Saith Sprs,State Treasurer,,D,Carmen Alldritt,23
Greenwood,Salem,State Treasurer,,D,Carmen Alldritt,0
Greenwood,Shell Rock,State Treasurer,,D,Carmen Alldritt,6
Greenwood,Spg Creek,State Treasurer,,D,Carmen Alldritt,4
Greenwood,Twin Grove,State Treasurer,,D,Carmen Alldritt,30
Greenwood,W1,State Treasurer,,D,Carmen Alldritt,69
Greenwood,W2,State Treasurer,,D,Carmen Alldritt,37
Greenwood,W3,State Treasurer,,D,Carmen Alldritt,36
Greenwood,Bachelor,State Treasurer,,R,Ron Estes,65
Greenwood,Eureka twp,State Treasurer,,R,Ron Estes,130
Greenwood,Fall River,State Treasurer,,R,Ron Estes,58
Greenwood,Janesville,State Treasurer,,R,Ron Estes,139
Greenwood,Lane,State Treasurer,,R,Ron Estes,28
Greenwood,Madison,State Treasurer,,R,Ron Estes,266
Greenwood,Otter Creek,State Treasurer,,R,Ron Estes,50
Greenwood,Pleasant Grv,State Treasurer,,R,Ron Estes,22
Greenwood,Quincy,State Treasurer,,R,Ron Estes,43
Greenwood,S Salem,State Treasurer,,R,Ron Estes,29
Greenwood,Saith Sprs,State Treasurer,,R,Ron Estes,95
Greenwood,Salem,State Treasurer,,R,Ron Estes,12
Greenwood,Shell Rock,State Treasurer,,R,Ron Estes,66
Greenwood,Spg Creek,State Treasurer,,R,Ron Estes,32
Greenwood,Twin Grove,State Treasurer,,R,Ron Estes,133
Greenwood,W1,State Treasurer,,R,Ron Estes,199
Greenwood,W2,State Treasurer,,R,Ron Estes,151
Greenwood,W3,State Treasurer,,R,Ron Estes,196
Greenwood,Bachelor,U.S. Senate,,I,Greg Orman,29
Greenwood,Eureka twp,U.S. Senate,,I,Greg Orman,54
Greenwood,Fall River,U.S. Senate,,I,Greg Orman,32
Greenwood,Janesville,U.S. Senate,,I,Greg Orman,31
Greenwood,Lane,U.S. Senate,,I,Greg Orman,13
Greenwood,Madison,U.S. Senate,,I,Greg Orman,97
Greenwood,Otter Creek,U.S. Senate,,I,Greg Orman,29
Greenwood,Pleasant Grv,U.S. Senate,,I,Greg Orman,9
Greenwood,Quincy,U.S. Senate,,I,Greg Orman,12
Greenwood,S Salem,U.S. Senate,,I,Greg Orman,6
Greenwood,Saith Sprs,U.S. Senate,,I,Greg Orman,44
Greenwood,Salem,U.S. Senate,,I,Greg Orman,2
Greenwood,Shell Rock,U.S. Senate,,I,Greg Orman,9
Greenwood,Spg Creek,U.S. Senate,,I,Greg Orman,9
Greenwood,Twin Grove,U.S. Senate,,I,Greg Orman,44
Greenwood,W1,U.S. Senate,,I,Greg Orman,82
Greenwood,W2,U.S. Senate,,I,Greg Orman,53
Greenwood,W3,U.S. Senate,,I,Greg Orman,81
Greenwood,Bachelor,U.S. Senate,,R,Pat Roberts,48
Greenwood,Eureka twp,U.S. Senate,,R,Pat Roberts,99
Greenwood,Fall River,U.S. Senate,,R,Pat Roberts,44
Greenwood,Janesville,U.S. Senate,,R,Pat Roberts,125
Greenwood,Lane,U.S. Senate,,R,Pat Roberts,24
Greenwood,Madison,U.S. Senate,,R,Pat Roberts,230
Greenwood,Otter Creek,U.S. Senate,,R,Pat Roberts,41
Greenwood,Pleasant Grv,U.S. Senate,,R,Pat Roberts,13
Greenwood,Quincy,U.S. Senate,,R,Pat Roberts,34
Greenwood,S Salem,U.S. Senate,,R,Pat Roberts,29
Greenwood,Saith Sprs,U.S. Senate,,R,Pat Roberts,68
Greenwood,Salem,U.S. Senate,,R,Pat Roberts,10
Greenwood,Shell Rock,U.S. Senate,,R,Pat Roberts,63
Greenwood,Spg Creek,U.S. Senate,,R,Pat Roberts,28
Greenwood,Twin Grove,U.S. Senate,,R,Pat Roberts,102
Greenwood,W1,U.S. Senate,,R,Pat Roberts,174
Greenwood,W2,U.S. Senate,,R,Pat Roberts,119
Greenwood,W3,U.S. Senate,,R,Pat Roberts,139
Greenwood,Bachelor,U.S. Senate,,L,Randall Batson,4
Greenwood,Eureka twp,U.S. Senate,,L,Randall Batson,7
Greenwood,Fall River,U.S. Senate,,L,Randall Batson,5
Greenwood,Janesville,U.S. Senate,,L,Randall Batson,5
Greenwood,Lane,U.S. Senate,,L,Randall Batson,3
Greenwood,Madison,U.S. Senate,,L,Randall Batson,26
Greenwood,Otter Creek,U.S. Senate,,L,Randall Batson,9
Greenwood,Pleasant Grv,U.S. Senate,,L,Randall Batson,2
Greenwood,Quincy,U.S. Senate,,L,Randall Batson,4
Greenwood,S Salem,U.S. Senate,,L,Randall Batson,1
Greenwood,Saith Sprs,U.S. Senate,,L,Randall Batson,8
Greenwood,Salem,U.S. Senate,,L,Randall Batson,0
Greenwood,Shell Rock,U.S. Senate,,L,Randall Batson,1
Greenwood,Spg Creek,U.S. Senate,,L,Randall Batson,1
Greenwood,Twin Grove,U.S. Senate,,L,Randall Batson,19
Greenwood,W1,U.S. Senate,,L,Randall Batson,15
Greenwood,W2,U.S. Senate,,L,Randall Batson,20
Greenwood,W3,U.S. Senate,,L,Randall Batson,21
Greenwood,Advance,Attorney General,,D,A.J. Kotich,81
Greenwood,Prov,Attorney General,,D,A.J. Kotich,5
Greenwood,Advance,Attorney General,,R,Derek Schmidt,310
Greenwood,Prov,Attorney General,,R,Derek Schmidt,49
Greenwood,Advance,U.S. House,,R,Mike Pompeo,300
Greenwood,Prov,U.S. House,,R,Mike Pompeo,51
Greenwood,Advance,U.S. House,,D,Perry Schuckman,90
Greenwood,Prov,U.S. House,,D,Perry Schuckman,5
Greenwood,Advance,Governor,,L,Keen Unbehr,13
Greenwood,Prov,Governor,,L,Keen Unbehr,5
Greenwood,Advance,Governor,,D,Paul Davis,142
Greenwood,Prov,Governor,,D,Paul Davis,12
Greenwood,Advance,Governor,,R,Sam Brownback,240
Greenwood,Prov,Governor,,R,Sam Brownback,39
Greenwood,Advance,Insurance Commissioner,,D,Dennis Anderson,107
Greenwood,Prov,Insurance Commissioner,,D,Dennis Anderson,8
Greenwood,Advance,Insurance Commissioner,,R,Ken Selzer,270
Greenwood,Prov,Insurance Commissioner,,R,Ken Selzer,43
Greenwood,Advance,Secretary of State,,D,Jean Kurtis Schodorf,135
Greenwood,Prov,Secretary of State,,D,Jean Kurtis Schodorf,10
Greenwood,Advance,Secretary of State,,R,Kris Kobach,259
Greenwood,Prov,Secretary of State,,R,Kris Kobach,44
Greenwood,Advance,State House,13,R,Larry P Hibbard,345
Greenwood,Prov,State House,13,R,Larry P Hibbard,49
Greenwood,Advance,State Treasurer,,D,Carmen Alldritt,77
Greenwood,Prov,State Treasurer,,D,Carmen Alldritt,9
Greenwood,Advance,State Treasurer,,R,Ron Estes,307
Greenwood,Prov,State Treasurer,,R,Ron Estes,43
Greenwood,Advance,U.S. Senate,,I,Greg Orman,126
Greenwood,Prov,U.S. Senate,,I,Greg Orman,8
Greenwood,Advance,U.S. Senate,,R,Pat Roberts,245
Greenwood,Prov,U.S. Senate,,R,Pat Roberts,42
Greenwood,Advance,U.S. Senate,,L,Randall Batson,26
Greenwood,Prov,U.S. Senate,,L,Randall Batson,6
